ISZ|SIANo|SUNo|SumOfNoPiece|ChroTPer
Karkotis|TS09|SU0099|2.00|LR
Karkotis|TS09|SU0099|1.00|MEDVOTT
Karkotis|TS09|SU0099|1.00|MM
Karkotis|TS09|SU0099|1.00|MOD
Karkotis|TS09|SU0099|5.00|PeB
Karkotis|TS09|SU0099|2.00|ROM
Karkotis|TS09|SU0099|19.00|UN
Karkotis|TS09|SU0100|54.00|HIS
Karkotis|TS09|SU0100|1.00|HR
Karkotis|TS09|SU0100|1.00|LHER
Karkotis|TS09|SU0100|1.00|LR
Karkotis|TS09|SU0100|3.00|MOD
Karkotis|TS09|SU0100|2.00|OTTMODII
Karkotis|TS09|SU0100|5.00|ROM
Karkotis|TS09|SU0101|5.00|BA
Karkotis|TS09|SU0101|1.00|GAC
Karkotis|TS09|SU0101|2.00|HIS
Karkotis|TS09|SU0101|73.00|PeB
Karkotis|TS09|SU0101|2.00|PoB
Karkotis|TS09|SU0101|3.00|UN
Karkotis|TS09|SU0102|3.00|BA
Karkotis|TS09|SU0102|1.00|HA
Karkotis|TS09|SU0102|16.00|HIS
Karkotis|TS09|SU0102|1.00|MEDVOTT
Karkotis|TS09|SU0102|30.00|PeB
Karkotis|TS09|SU0102|3.00|UN
Karkotis|TS09|SU0103|1.00|BA
Karkotis|TS09|SU0103|10.00|GAC
Karkotis|TS09|SU0103|10.00|HIS
Karkotis|TS09|SU0103|1.00|MEDF
Karkotis|TS09|SU0103|1.00|MOD
Karkotis|TS09|SU0103|31.00|PeB
Karkotis|TS09|SU0103|1.00|PoB
Karkotis|TS09|SU0104|37.00|PeB
Asinou|TS12|SU0300|12.00|HIS
Asinou|TS12|SU0300|3.00|MOD
Asinou|TS12|SU0301|11.00|HIS
Asinou|TS12|SU0301|1.00|MEDF
Asinou|TS12|SU0301|10.00|MEDUI
Asinou|TS12|SU0301|6.00|MOD
Asinou|TS12|SU0301|1.00|OTTMODII
Mandres|TS12|SU0302|10.00|HIS
Mandres|TS12|SU0302|2.00|MOD
Asinou||SU0304|2.00|HIS
Asinou||SU0304|1.00|MEDUIII
Asinou||SU0304|1.00|MOD
Asinou||SU0304|1.00|OTTMODII
Asinou||SU0305|2.00|MM
Asinou||SU0306|3.00|HIS
Asinou||SU0306|1.00|MOD
Asinou||SU0307|1.00|MM
Asinou||SU0308|1.00|MM
Asinou||SU0309|1.00|HA
Asinou||SU0309|25.00|HIS
Asinou||SU0309|7.00|MM
Asinou||SU0309|5.00|MOD
Asinou||SU0310|5.00|HIS
Asinou||SU0310|1.00|MOD
Asinou||SU0311|1.00|HIS
Asinou||SU0320|1.00|HIS
Mandres|TS07|SU0321|3.00|HIS
Mandres|TS07|SU0322|4.00|HIS
Mandres|TS07|SU0323|1.00|HIS
Mandres|TS07|SU0324|1.00|HIS
Mandres|TS07|SU0326|3.00|HIS
Mandres|TS07|SU0326|1.00|OTTMODII
Mandres|TS07|SU0327|3.00|HIS
Mandres|TS07|SU0327|1.00|MOD
Mandres||SU0328|2.00|HIS
Mandres|TS07|SU0330|3.00|HIS
Mandres|TS07|SU0331|1.00|LHER
Mandres|TS07|SU0331|1.00|MOD
Mandres|TS07|SU0332|1.00|HIS
Mandres|TS07|SU0334|1.00|MEDVOTT
Mandres|TS07|SU0336|1.00|HIS
Mandres|TS07|SU0336|1.00|PeB
Mandres|TS07|SU0337|1.00|HIS
Mandres|TS07|SU0338|1.00|HIS
Mandres|TS07|SU0340|1.00|HIS
Mandres|TS07|SU0340|1.00|OTTMODII
Mandres|TS07|SU0341|1.00|MM
Mandres|TS07|SU0342|1.00|HIS
Mandres|TS07|SU0344|1.00|GAC
Mandres|TS07|SU0344|9.00|HIS
Mandres|TS07|SU0344|1.00|MOD
Mandres|TS07|SU0345|14.00|HIS
Mandres|TS07|SU0345|1.00|LR
Mandres|TS07|SU0345|1.00|MEDVOTT
Mandres|TS07|SU0345|2.00|MM
Mandres|TS07|SU0345|4.00|OTTMODII
Mandres|TS07|SU0345|1.00|UN
Mandres|TS07|SU0346|2.00|GAC
Mandres|TS07|SU0346|26.00|HIS
Mandres|TS07|SU0346|1.00|HR
Mandres|TS07|SU0346|7.00|LR
Mandres|TS07|SU0347|1.00|Gac
Mandres|TS07|SU0347|1.00|HA
Mandres|TS07|SU0347|2.00|HEL
Mandres|TS07|SU0347|24.00|HIS
Mandres|TS07|SU0347|2.00|LR
Mandres|TS07|SU0347|1.00|MOD
Mandres|TS07|SU0348|1.00|HEL
Mandres|TS07|SU0348|24.00|HIS
Mandres|TS07|SU0348|1.00|HR
Mandres|TS07|SU0348|1.00|LR
Mandres|TS07|SU0348|7.00|OTTMODII
Mandres|TS07|SU0349|2.00|GAC
Mandres|TS07|SU0349|1.00|HA
Mandres|TS07|SU0349|12.00|HIS
Mandres|TS07|SU0349|1.00|LR
Mandres|TS07|SU0349|3.00|MOD
Mandres|TS07|SU0349|1.00|ROM
Mandres|TS07|SU0350|25.00|HIS
Mandres|TS07|SU0350|1.00|HR
Mandres|TS07|SU0350|1.00|MM
Mandres|TS07|SU0350|6.00|OTTMODII
Mandres|TS07|SU0351|19.00|HIS
Mandres|TS07|SU0351|1.00|LR
Mandres|TS07|SU0351|4.00|MOD
Mandres|TS07|SU0351|6.00|OTTMODII
Mandres|TS07|SU0352|1.00|HA
Mandres|TS07|SU0352|8.00|HIS
Mandres|TS07|SU0352|2.00|MOD
Mandres|TS07|SU0352|1.00|OTTMODII
Mandres|TS07|SU0353|2.00|PeB
Mandres|TS07|SU0353|1.00|UN
Mandres|TS07|SU0354|5.00|HIS
Mandres|TS07|SU0354|1.00|MOD
Mandres|TS07|SU0354|3.00|OTTMODII
Mandres|TS07|SU0354|2.00|PeB
Mandres|TS07|SU0354|2.00|UN
Asinou|TS08|SU0355|5.00|HA
Asinou|TS08|SU0355|54.00|HIS
Asinou|TS08|SU0355|1.00|LR
Asinou|TS08|SU0355|2.00|MEDF
Asinou|TS08|SU0355|4.00|MEDVOTT
Asinou|TS08|SU0355|44.00|MM
Asinou|TS08|SU0355|1.00|MOD
Asinou|TS08|SU0355|1.00|ROM
Asinou|TS08|SU0356|4.00|HA
Asinou|TS08|SU0356|30.00|HIS
Asinou|TS08|SU0356|2.00|MM
Asinou|TS08|SU0357|6.00|HA
Asinou|TS08|SU0357|26.00|HIS
Asinou|TS08|SU0357|1.00|HR
Asinou|TS08|SU0357|2.00|MEDF
Asinou|TS08|SU0357|2.00|MEDVOTT
Asinou|TS08|SU0357|25.00|MM
Asinou|TS08|SU0357|1.00|MOD
Asinou|TS08|SU0357|1.00|ROM
Asinou|TS08|SU0358|1.00|HA
Asinou|TS08|SU0358|29.00|HIS
Asinou|TS08|SU0358|4.00|MEDVOTT
Asinou|TS08|SU0358|11.00|MM
Asinou|TS08|SU0359|21.00|HIS
Asinou|TS08|SU0359|1.00|LR
Asinou|TS08|SU0359|1.00|MEDVOTT
Asinou|TS08|SU0360|16.00|HIS
Asinou|TS08|SU0360|1.00|LR
Asinou|TS08|SU0360|1.00|MEDF
Asinou|TS08|SU0360|3.00|MEDVOTT
Asinou|TS08|SU0360|1.00|OTTMODII
Asinou|TS08|SU0361|37.00|HIS
Asinou|TS08|SU0361|2.00|MM
Asinou|TS08|SU0361|1.00|ROM
Asinou|TS08|SU0361|1.00|UN
Asinou|TS08|SU0362|1.00|HA
Asinou|TS08|SU0362|4.00|HIS
Asinou|TS08|SU0362|4.00|MEDVOTT
Asinou|TS08|SU0362|23.00|MM
Asinou|TS08|SU0362|3.00|OTTMODII
Asinou|TS08|SU0363|6.00|HA
Asinou|TS08|SU0363|19.00|HIS
Asinou|TS08|SU0363|2.00|MEDVOTT
Asinou|TS08|SU0363|17.00|MM
Asinou|TS08|SU0363|1.00|MOD
Asinou|TS08|SU0364|9.00|HA
Asinou|TS08|SU0364|50.00|HIS
Asinou|TS08|SU0364|19.00|MM
Asinou|TS08|SU0364|1.00|MOD
Asinou|TS12|SU0365|6.00|MEDF
Asinou|TS12|SU0365|3.00|MEDUI
Asinou|TS12|SU0365|19.00|MEDUIII
Asinou|TS12|SU0365|142.00|MM
Asinou|TS12|SU0365|14.00|MOD
Asinou|TS12|SU0365|1.00|OTTMODII
Asinou|TS12|SU0366|3.00|MEDF
Asinou|TS12|SU0366|9.00|MM
Asinou|TS12|SU0366|85.00|MOD
Asinou||SU0370|1.00|MOD
Asinou||SU0374|2.00|MOD
Asinou|TS12|SU0382|1.00|MOD
Asinou||SU0385|4.00|HIS
Asinou||SU0385|1.00|MM
Asinou||SU0385|6.00|MOD
Asinou|TS12|SU0386|3.00|HIS
Asinou||SU0387|1.00|MM
Asinou||SU0387|12.00|MOD
Asinou||SU0391|1.00|HIS
Karkotis|TS16|SU0392|1.00|HA
Karkotis|TS16|SU0392|21.00|HIS
Karkotis|TS16|SU0392|2.00|LR
Karkotis|TS16|SU0392|2.00|MM
Karkotis|TS16|SU0392|1.00|OTT
Karkotis|TS16|SU0392|8.00|OTTMODII
Karkotis|TS16|SU0393|1.00|HA
Karkotis|TS16|SU0393|10.00|HIS
Karkotis|TS16|SU0393|2.00|MED
Karkotis|TS16|SU0393|1.00|MEDF
Karkotis|TS16|SU0393|5.00|MEDVOTT
Karkotis|TS16|SU0393|19.00|MM
Karkotis|TS16|SU0393|1.00|MOD
Karkotis|TS16|SU0393|1.00|OTT
Karkotis|TS16|SU0393|11.00|OTTMODII
Karkotis|TS16|SU0394|16.00|HIS
Karkotis|TS16|SU0394|1.00|MEDF
Karkotis|TS16|SU0394|2.00|MEDOTT
Karkotis|TS16|SU0394|1.00|MOD
Karkotis|TS16|SU0394|5.00|OTTMODII
Karkotis|TS16|SU0395|8.00|HIS
Karkotis|TS16|SU0395|2.00|MEDVOTT
Karkotis|TS16|SU0395|1.00|MOD
Karkotis|TS16|SU0395|2.00|OTTMODII
Extensive|TS02|SU0601|1.00|HIS
Extensive|TS02|SU0602|2.00|HIS
Extensive|TS02|SU0602|1.00|LR
Extensive|TS02|SU0603|2.00|HIS
Extensive|TS02|SU0603|1.00|MEDF
Extensive||SU0613|3.00|HIS
Xyliatos|TS02|SU0614|1.00|ER
Xyliatos|TS02|SU0614|4.00|HA
Xyliatos|TS02|SU0614|172.00|HIS
Xyliatos|TS02|SU0614|4.00|HR
Xyliatos|TS02|SU0614|2.00|LHER
Xyliatos|TS02|SU0614|3.00|LR
Xyliatos|TS02|SU0614|1.00|MEDB
Xyliatos|TS02|SU0614|2.00|MEDVOTT
Xyliatos|TS02|SU0614|13.00|MOD
Xyliatos|TS02|SU0614|1.00|OTTMODII
Xyliatos|TS02|SU0614|1.00|ROM
Xyliatos|TS02|SU0615|1.00|GAC
Xyliatos|TS02|SU0615|11.00|HA
Xyliatos|TS02|SU0615|1.00|HEL
Xyliatos|TS02|SU0615|60.00|HIS
Xyliatos|TS02|SU0615|4.00|LHER
Xyliatos|TS02|SU0615|11.00|LR
Xyliatos|TS02|SU0615|3.00|MEDVOTT
Xyliatos|TS02|SU0615|2.00|MM
Xyliatos|TS02|SU0615|24.00|MOD
Xyliatos|TS02|SU0615|2.00|OTT
Xyliatos|TS02|SU0615|3.00|OTTMODII
Xyliatos|TS02|SU0615|34.00|ROM
Xyliatos|TS02|SU0616|1.00|ER
Xyliatos|TS02|SU0616|11.00|HA
Xyliatos|TS02|SU0616|2.00|HEL
Xyliatos|TS02|SU0616|78.00|HIS
Xyliatos|TS02|SU0616|10.00|HR
Xyliatos|TS02|SU0616|1.00|LHER
Xyliatos|TS02|SU0616|3.00|LR
Xyliatos|TS02|SU0616|7.00|MOD
Xyliatos|TS02|SU0616|2.00|OTTMODI
Xyliatos|TS02|SU0616|10.00|OTTMODII
Xyliatos|TS02|SU0616|31.00|ROM
Xyliatos|TS02|SU0617|5.00|HA
Xyliatos|TS02|SU0617|108.00|HIS
Xyliatos|TS02|SU0617|1.00|LHER
Xyliatos|TS02|SU0617|3.00|LR
Xyliatos|TS02|SU0617|1.00|MEDVOTT
Xyliatos|TS02|SU0617|4.00|MOD
Xyliatos|TS02|SU0617|2.00|MR
Xyliatos|TS02|SU0617|22.00|ROM
Xyliatos|TS02|SU0618|5.00|HA
Xyliatos|TS02|SU0618|1.00|HEL
Xyliatos|TS02|SU0618|79.00|HIS
Xyliatos|TS02|SU0618|1.00|LHER
Xyliatos|TS02|SU0618|5.00|LR
Xyliatos|TS02|SU0618|1.00|MEDF
Xyliatos|TS02|SU0618|1.00|MEDVOTT
Xyliatos|TS02|SU0618|1.00|MM
Xyliatos|TS02|SU0618|10.00|MOD
Xyliatos|TS02|SU0618|1.00|OTT
Xyliatos|TS02|SU0618|1.00|OTTMODI
Xyliatos|TS02|SU0618|8.00|OTTMODII
Xyliatos|TS02|SU0618|1.00|RM
Xyliatos|TS02|SU0619|1.00|ER
Xyliatos|TS02|SU0619|5.00|HA
Xyliatos|TS02|SU0619|1.00|HER
Xyliatos|TS02|SU0619|165.00|HIS
Xyliatos|TS02|SU0619|29.00|HR
Xyliatos|TS02|SU0619|2.00|LHER
Xyliatos|TS02|SU0619|13.00|LR
Xyliatos|TS02|SU0619|2.00|MEDVOTT
Xyliatos|TS02|SU0619|6.00|MOD
Xyliatos|TS02|SU0619|15.00|OTTMODII
Xyliatos|TS02|SU0619|2.00|RM
Xyliatos|TS02|SU0619|5.00|ROM
Xyliatos|TS02|SU0620|7.00|HA
Xyliatos|TS02|SU0620|38.00|HIS
Xyliatos|TS02|SU0620|1.00|LHER
Xyliatos|TS02|SU0620|2.00|MEDF
Xyliatos|TS02|SU0620|3.00|MOD
Xyliatos|TS02|SU0620|4.00|OTTMODII
Xyliatos|TS02|SU0620|7.00|ROM
Xyliatos|TS02|SU0621|1.00|ER
Xyliatos|TS02|SU0621|3.00|HA
Xyliatos|TS02|SU0621|97.00|HIS
Xyliatos|TS02|SU0621|4.00|HR
Xyliatos|TS02|SU0621|2.00|LHER
Xyliatos|TS02|SU0621|3.00|LR
Xyliatos|TS02|SU0621|4.00|MOD
Xyliatos|TS02|SU0621|4.00|RM
Xyliatos|TS02|SU0621|10.00|ROM
Xyliatos|TS02|SU0622|1.00|ER
Xyliatos|TS02|SU0622|9.00|HA
Xyliatos|TS02|SU0622|49.00|HIS
Xyliatos|TS02|SU0622|143.00|HR
Xyliatos|TS02|SU0622|2.00|LHER
Xyliatos|TS02|SU0622|16.00|LR
Xyliatos|TS02|SU0622|2.00|MEDVOTT
Xyliatos|TS02|SU0622|1.00|MOD
Xyliatos|TS02|SU0622|1.00|RM
Xyliatos|TS02|SU0622|24.00|ROM
Xyliatos|TS02|SU0623|1.00|HA
Xyliatos|TS02|SU0623|54.00|HIS
Xyliatos|TS02|SU0623|1.00|HR
Xyliatos|TS02|SU0623|1.00|MEDVOTT
Xyliatos|TS02|SU0623|4.00|MOD
Xyliatos|TS02|SU0623|4.00|OTTMODII
Xyliatos|TS02|SU0624|4.00|HIS
Xyliatos|TS02|SU0625|73.00|HIS
Xyliatos|TS02|SU0625|2.00|HR
Xyliatos|TS02|SU0626|86.00|HIS
Xyliatos|TS02|SU0626|5.00|HR
Xyliatos|TS02|SU0626|2.00|LR
Xyliatos|TS02|SU0626|1.00|MEDF
Xyliatos|TS02|Su0626|4.00|MEDVOTT
Xyliatos|TS02|SU0626|18.00|MOD
Xyliatos|TS02|SU0626|1.00|OTTMODII
Xyliatos|TS02|SU0626|1.00|ROM
Xyliatos|TS02|SU0627|1.00|HEL
Xyliatos|TS02|SU0627|22.00|HIS
Xyliatos|TS02|SU0627|2.00|HR
Xyliatos|TS02|SU0627|1.00|LR
Xyliatos|TS02|SU0627|1.00|MM
Xyliatos|TS02|SU0628|1.00|HA
Xyliatos|TS02|SU0628|22.00|HIS
Xyliatos|TS02|SU0628|1.00|LHER
Xyliatos|TS02|SU0628|1.00|MOD
Xyliatos|TS02|SU0628|1.00|UN
Xyliatos|TS02|SU0629|22.00|HIS
Xyliatos|TS02|SU0629|1.00|LR
Xyliatos|TS02|SU0629|2.00|MOD
Xyliatos|TS02|SU0629|4.00|ROM
Xyliatos|TS02|SU0630|27.00|HIS
Xyliatos|TS02|SU0630|1.00|OTTMODII
Xyliatos|TS02|SU0630|4.00|RM
Xyliatos|TS02|SU0631|27.00|HIS
Xyliatos|TS02|SU0631|2.00|HR
Xyliatos|TS02|SU0631|1.00|MEDVOTT
Xyliatos|TS02|SU0631|5.00|MOD
Xyliatos|TS02|SU0631|1.00|OTTMODII
Xyliatos|TS02|SU0632|17.00|HIS
Xyliatos|TS02|SU0632|3.00|MOD
Xyliatos|TS02|SU0632|2.00|OTTMODI
Xyliatos|TS02|SU0632|3.00|OTTMODII
Xyliatos|TS02|SU0632|1.00|UN
Xyliatos|TS02|SU0633|15.00|HIS
Xyliatos|TS02|SU0633|2.00|MEDOTT
Xyliatos|TS02|SU0633|6.00|MOD
Xyliatos|TS02|SU0633|2.00|OTTMODII
Xyliatos|TS02|SU0634|1.00|HA
Xyliatos|TS02|SU0634|6.00|HIS
Xyliatos|TS02|SU0634|5.00|MOD
Xyliatos|TS02|SU0634|2.00|OTT
Xyliatos|TS02|SU0635|18.00|HIS
Xyliatos|TS02|SU0636|5.00|HIS
Xyliatos|TS02|SU0636|2.00|MOD
Xyliatos|TS02|SU0637|1.00|HA
Xyliatos|TS02|SU0637|18.00|HIS
Xyliatos|TS02|SU0637|1.00|LR
Xyliatos|TS02|SU0637|5.00|MOD
Xyliatos|TS02|SU0637|1.00|OTT
Xyliatos|TS02|SU0637|1.00|OTTMODII
Xyliatos|TS02|SU0638|1.00|HA
Xyliatos|TS02|SU0638|41.00|HIS
Xyliatos|TS02|SU0638|2.00|HR
Xyliatos|TS02|SU0638|1.00|MEDF
Xyliatos|TS02|SU0638|1.00|MOD
Xyliatos|TS02|SU0638|1.00|RM
Xyliatos|TS02|SU0638|2.00|ROM
Xyliatos|TS02|SU0638|1.00|UN
Xyliatos|TS02|SU0639|4.00|HA
Xyliatos|TS02|SU0639|31.00|HIS
Xyliatos|TS02|SU0639|1.00|LR
Xyliatos|TS02|SU0639|1.00|MEDB
Xyliatos|TS02|SU0639|4.00|MEDF
Xyliatos|TS02|SU0639|2.00|MEDOTT
Xyliatos|TS02|SU0639|24.00|MM
Xyliatos|TS02|SU0639|4.00|MOD
Xyliatos|TS02|SU0639|2.00|RM
Xyliatos|TS02|SU0639|1.00|ROM
Xyliatos|TS02|SU0640|1.00|GAC
Xyliatos|TS02|SU0640|2.00|HA
Xyliatos|TS02|SU0640|1.00|HEL
Xyliatos|TS02|SU0640|28.00|HIS
Xyliatos|TS02|SU0640|1.00|LR
Xyliatos|TS02|SU0640|1.00|MEDVOTT
Xyliatos|TS02|Su0640|3.00|MOD
Xyliatos|TS02|SU0640|3.00|OTTMODII
Xyliatos|TS02|SU0640|7.00|ROM
Xyliatos||SU0652|1.00|MOD
Xyliatos||SU0653|1.00|LHER
Xyliatos||SU0654|1.00|LR
Xyliatos||SU0657|4.00|HIS
Xyliatos||SU0658|15.00|HIS
Xyliatos||SU0658|5.00|HR
Xyliatos||SU0658|2.00|LHER
Xyliatos||SU0658|3.00|OTTMODII
Xyliatos|TS02|SU0659|8.00|HA
Xyliatos|TS02|SU0659|30.00|HIS
Xyliatos|TS02|SU0659|1.00|MOD
Xyliatos|TS02|SU0659|2.00|OTT
Xyliatos|TS02|SU0659|4.00|OTTMODII
Xyliatos|TS02|SU0660|5.00|HA
Xyliatos|TS02|SU0660|8.00|HIS
Xyliatos|TS02|SU0660|1.00|LR
Xyliatos|TS02|SU0660|5.00|MEDF
Xyliatos|TS02|SU0660|11.00|MM
Xyliatos|TS02|SU0660|4.00|MOD
Xyliatos|TS02|SU0660|1.00|OTTMODII
Xyliatos|TS02|SU0661|4.00|HA
Xyliatos|TS02|SU0661|30.00|HIS
Xyliatos|TS02|SU0661|6.00|LR
Xyliatos|TS02|SU0661|1.00|MEDF
Xyliatos|TS02|SU0661|1.00|MEDVOTT
Xyliatos|TS02|SU0661|8.00|MM
Xyliatos|TS02|SU0661|16.00|OTTMODII
Xyliatos|TS02|SU0661|1.00|ROM
||SU0702c|2.00|HA
||SU0702c|26.00|HIS
||SU0702c|6.00|LR
||SU0702c|5.00|MM
||SU0702c|4.00|MOD
||SU0702c|4.00|OTTMODII
||SU0702c|6.00|ROM
||SU0703|4.00|HA
||SU0703|30.00|HIS
||SU0703|7.00|LR
||SU0703|2.00|MM
||SU0703|6.00|MOD
||SU0703|12.00|OTTMODII
||SU0703|23.00|ROM
Karkotis|TS11|SU1001|1.00|GAC
Karkotis|TS11|SU1001|2.00|HA
Karkotis|TS11|SU1001|17.00|HIS
Karkotis|TS11|SU1001|7.00|LR
Karkotis|TS11|SU1001|1.00|MEDVOTT
Karkotis|TS11|SU1001|2.00|MM
Karkotis|TS11|SU1001|13.00|MOD
Karkotis|TS11|SU1001|1.00|OTT
Karkotis|TS11|SU1001|7.00|OTTMODII
Karkotis|TS11|SU1001|9.00|ROM
Karkotis|TS11|SU1001|2.00|UN
Karkotis|TS11|SU1002|4.00|ER
Karkotis|TS11|SU1002|1.00|HA
Karkotis|TS11|SU1002|42.00|HIS
Karkotis|TS11|SU1002|4.00|LR
Karkotis|TS11|SU1002|1.00|MED
Karkotis|TS11|SU1002|2.00|MEDOTT
Karkotis|TS11|SU1002|5.00|MOD
Karkotis|TS11|SU1002|1.00|OTTMODI
Karkotis|TS11|SU1002|20.00|OTTMODII
Karkotis|TS11|SU1002|3.00|ROM
Karkotis|TS11|SU1003|5.00|HA
Karkotis|TS11|SU1003|2.00|HEL
Karkotis|TS11|SU1003|20.00|HIS
Karkotis|TS11|SU1003|10.00|LR
Karkotis|TS11|SU1003|6.00|OTTMODII
Karkotis|TS11|SU1003|8.00|ROM
Karkotis|TS11|SU1004|3.00|HA
Karkotis|TS11|SU1004|34.00|HIS
Karkotis|TS11|SU1004|6.00|LR
Karkotis|TS11|SU1004|1.00|MED
Karkotis|TS11|SU1004|1.00|MEDB
Karkotis|TS11|SU1004|1.00|MEDF
Karkotis|TS11|SU1004|1.00|MEDVOTT
Karkotis|TS11|SU1004|1.00|MM
Karkotis|TS11|SU1004|2.00|MOD
Karkotis|TS11|SU1004|17.00|OTTMODII
Karkotis|TS11|SU1004|8.00|ROM
Karkotis|TS13|SU1006|1.00|ER
Karkotis|TS13|SU1006|16.00|HA
Karkotis|TS13|SU1006|4.00|HEL
Karkotis|TS13|SU1006|1.00|HER
Karkotis|TS13|SU1006|33.00|HIS
Karkotis|TS13|SU1006|8.00|HR
Karkotis|TS13|SU1006|4.00|LH
Karkotis|TS13|SU1006|12.00|LHER
Karkotis|TS13|SU1006|1.00|MEDF
Karkotis|TS13|SU1006|1.00|MOD
Karkotis|TS13|SU1006|7.00|OTTMODII
Karkotis|TS13|SU1006|10.00|RM
Karkotis|TS13|SU1006|25.00|ROM
Karkotis||SU1007|3.00|HA
Karkotis||SU1007|1.00|HEL
Karkotis||SU1007|9.00|HIS
Karkotis||SU1007|2.00|MM
Karkotis||SU1007|17.00|MOD
Karkotis||SU1007|11.00|OTTMODII
Karkotis||SU1007|4.00|ROM
Karkotis||SU1008|1.00|GAC
Karkotis||SU1008|3.00|HA
Karkotis||SU1008|1.00|HEL
Karkotis||SU1008|21.00|HIS
Karkotis||SU1008|2.00|HR
Karkotis||SU1008|2.00|LHER
Karkotis||SU1008|13.00|MOD
Karkotis||SU1008|1.00|PeB
Karkotis||SU1008|6.00|ROM
Karkotis||SU1008|1.00|UN
Karkotis||SU1009|1.00|HA
Karkotis||SU1009|6.00|HEL
Karkotis||SU1009|21.00|HIS
Karkotis||SU1009|2.00|LHER
Karkotis||SU1009|2.00|LR
Karkotis||SU1009|5.00|MM
Karkotis||SU1009|13.00|MOD
Karkotis||SU1009|1.00|OTTMODII
Karkotis||SU1009|3.00|PeB
Karkotis||SU1009|1.00|PoB
Karkotis||SU1009|2.00|RM
Karkotis||SU1009|2.00|ROM
Karkotis||SU1009|1.00|UN
Karkotis||SU1010|1.00|ER
Karkotis||SU1010|2.00|GAC
Karkotis||SU1010|1.00|HEL
Karkotis||SU1010|28.00|HIS
Karkotis||SU1010|4.00|HR
Karkotis||SU1010|3.00|LHER
Karkotis||SU1010|1.00|LR
Karkotis||SU1010|12.00|MOD
Karkotis||SU1010|10.00|ROM
Karkotis||SU1011|2.00|GAC
Karkotis||SU1011|1.00|HEL
Karkotis||SU1011|17.00|HIS
Karkotis||SU1011|5.00|HR
Karkotis||SU1011|4.00|LHER
Karkotis||SU1011|1.00|MEDB
Karkotis||SU1011|8.00|MOD
Karkotis||SU1011|1.00|OTT
Karkotis||SU1011|11.00|OTTMODII
Karkotis||SU1011|3.00|ROM
Karkotis||SU1011|1.00|UN
Karkotis|TS09|SU1012|1.00|HA
Karkotis|TS09|SU1012|2.00|HEL
Karkotis|TS09|SU1012|27.00|HIS
Karkotis|TS09|SU1012|1.00|LHER
Karkotis|TS09|SU1012|2.00|LR
Karkotis|TS09|SU1012|15.00|MM
Karkotis|TS09|SU1012|1.00|MOD
Karkotis|TS09|SU1012|3.00|PeB
Karkotis|TS09|SU1012|7.00|ROM
Karkotis|TS09|SU1013|5.00|GAC
Karkotis|TS09|SU1013|7.00|HIS
Karkotis|TS09|SU1013|1.00|MM
Karkotis|TS09|SU1013|4.00|OTTMODII
Karkotis|TS09|SU1013|33.00|PeB
Karkotis|TS09|SU1014|1.00|BA
Karkotis|TS09|SU1014|1.00|GAC
Karkotis|TS09|SU1014|1.00|HEL
Karkotis|TS09|SU1014|18.00|HIS
Karkotis|TS09|SU1014|1.00|MM
Karkotis|TS09|SU1014|2.00|MOD
Karkotis|TS09|SU1014|26.00|PeB
Karkotis|TS09|SU1014|1.00|ROM
Karkotis|TS09|SU1014|1.00|UN
Karkotis||SU1015|1.00|BA
Karkotis||SU1015|7.00|ER
Karkotis||SU1015|1.00|GAC
Karkotis||SU1015|5.00|HA
Karkotis||SU1015|10.00|HEL
Karkotis||SU1015|43.00|HIS
Karkotis||SU1015|1.00|HR
Karkotis||SU1015|1.00|LH
Karkotis||SU1015|7.00|LHER
Karkotis||SU1015|2.00|LR
Karkotis||SU1015|1.00|MED
Karkotis||SU1015|15.00|MM
Karkotis||SU1015|9.00|MOD
Karkotis||SU1015|15.00|OTTMODII
Karkotis||SU1015|3.00|PeB
Karkotis||SU1015|10.00|RM
Karkotis||SU1015|11.00|ROM
Karkotis||SU1016|2.00|CL
Karkotis||SU1016|3.00|ER
Karkotis||SU1016|2.00|GAC
Karkotis||SU1016|2.00|HA
Karkotis||SU1016|47.00|HIS
Karkotis||SU1016|10.00|LHER
Karkotis||SU1016|1.00|LR
Karkotis||SU1016|15.00|MM
Karkotis||SU1016|9.00|MOD
Karkotis||SU1016|10.00|OTTMODII
Karkotis||SU1016|16.00|ROM
Karkotis||SU1017|1.00|GAC
Karkotis||SU1017|3.00|HEL
Karkotis||SU1017|31.00|HIS
Karkotis||SU1017|2.00|LR
Karkotis||SU1017|1.00|MEDF
Karkotis||SU1017|1.00|MM
Karkotis||SU1017|3.00|MOD
Karkotis||SU1017|6.00|OTTMODII
Karkotis||SU1017|1.00|PeB
Karkotis||SU1017|1.00|UN
Karkotis||SU1018|1.00|HA
Karkotis||SU1018|28.00|HIS
Karkotis||SU1018|1.00|MEDVOTT
Karkotis||SU1018|4.00|MOD
Karkotis||SU1018|1.00|OTT
Karkotis||SU1018|4.00|OTTMODII
Karkotis||SU1018|1.00|ROM
Karkotis||SU1019|2.00|HA
Karkotis||SU1019|7.00|HIS
Karkotis||SU1019|2.00|HR
Karkotis||SU1019|1.00|MM
Karkotis||SU1019|2.00|MOD
Karkotis||SU1019|1.00|ROM
Karkotis||SU1020|6.00|HIS
Karkotis||SU1020|17.00|MM
Karkotis||SU1020|4.00|MOD
