ISZ|SIANo|SUNo|SumOfNoPiece|Func
Xyliatos|TS05|SU2606|2.00|TW
Xyliatos|TS05|SU2608|3.00|CW
Xyliatos|TS05|SU2608|1.00|HU
Xyliatos|TS05|SU2608|1.00|LU
Xyliatos|TS05|SU2608|1.00|TW
Xyliatos|TS05|SU2609|2.00|LU
Xyliatos||SU2610|1.00|HU
Xyliatos||SU2612|1.00|La
Xyliatos||SU2612|1.00|LU
Xyliatos||SU2613|1.00|CW
Xyliatos||SU2613|1.00|LU
Xyliatos||SU2614|1.00|CW
Xyliatos|TS05
TS05|SU2617|1.00|Ar
Xyliatos|TS05
TS05|SU2617|1.00|HU
Xyliatos|TS05
TS05|SU2617|3.00|LU
Xyliatos|TS05
TS05|SU2618|3.00|HU
Xyliatos|TS05
TS05|SU2618|8.00|LU
Xyliatos|TS05
TS05|SU2619|1.00|CW
Xyliatos|TS05
TS05|SU2619|6.00|LU
Xyliatos|TS05
TS05|SU2619|2.00|TW
Xyliatos|TS05
TS05|SU2620|1.00|Ar
Xyliatos|TS05
TS05|SU2620|1.00|CW
Xyliatos|TS05
TS05|SU2620|1.00|HU
Xyliatos|TS05
TS05|SU2621|1.00|Ar
Xyliatos|TS05
TS05|SU2621|1.00|CW
Xyliatos|TS05
TS05|SU2621|1.00|LU
Xyliatos|TS05
TS05|SU2624|6.00|Ar
Xyliatos|TS05
TS05|SU2624|1.00|HU
Xyliatos|TS05
TS05|SU2624|1.00|LU
Xyliatos|TS05
TS05|SU2624|6.00|TW
Xyliatos|TS05
TS05|SU2624|3.00|U
Xyliatos|TS05
TS05|SU2625|2.00|Ar
Xyliatos|TS05
TS05|SU2625|1.00|HU
Xyliatos|TS05
TS05|SU2625|2.00|LU
Xyliatos|TS05
TS05|SU2625|3.00|TW
Xyliatos||SU2627|1.00|LU
Xyliatos|TS05|SU2632|30.00|Ar
Xyliatos|TS05|SU2632|52.00|CW
Xyliatos|TS05|SU2632|86.00|HU
Xyliatos|TS05|SU2632|63.00|LU
Xyliatos|TS05|SU2632|2.00|Tr
Xyliatos|TS05|SU2632|31.00|TW
Xyliatos|TS05|SU2632|1.00|U
Xyliatos|TS05|SU2633|3.00|Ar
Xyliatos|TS05|SU2633|10.00|CW
Xyliatos|TS05|SU2633|23.00|HU
Xyliatos|TS05|SU2633|29.00|LU
Xyliatos|TS05|SU2633|11.00|TW
Xyliatos|TS05|SU2633|2.00|Un
Xyliatos|TS05|SU2634|12.00|Ar
Xyliatos|TS05|SU2634|11.00|CW
Xyliatos|TS05|SU2634|27.00|HU
Xyliatos|TS05|SU2634|27.00|LU
Xyliatos|TS05|SU2634|17.00|TW
Xyliatos|TS05|SU2635|16.00|Ar
Xyliatos|TS05|SU2635|18.00|CW
Xyliatos|TS05|SU2635|32.00|HU
Xyliatos|TS05|SU2635|26.00|LU
Xyliatos|TS05|SU2635|1.00|Tr
Xyliatos|TS05|SU2635|27.00|TW
Xyliatos|TS05|SU2636|5.00|Ar
Xyliatos|TS05|SU2636|4.00|CW
Xyliatos|TS05|SU2636|10.00|HU
Xyliatos|TS05|SU2636|9.00|LU
Xyliatos|TS05|SU2636|5.00|TW
Xyliatos|TS05|SU2637|4.00|Ar
Xyliatos|TS05|SU2637|3.00|CW
Xyliatos|TS05|SU2637|10.00|HU
Xyliatos|TS05|SU2637|4.00|LU
Xyliatos|TS05|SU2637|2.00|TW
Xyliatos|TS05|SU2638|7.00|Ar
Xyliatos|TS05|SU2638|1.00|CW
Xyliatos|TS05|SU2638|8.00|HU
Xyliatos|TS05|SU2638|14.00|LU
Xyliatos|TS05|SU2638|5.00|TW
Xyliatos|TS05|SU2639|10.00|Ar
Xyliatos|TS05|SU2639|7.00|CW
Xyliatos|TS05|SU2639|22.00|HU
Xyliatos|TS05|SU2639|24.00|LU
Xyliatos|TS05|SU2639|1.00|Tr
Xyliatos|TS05|SU2639|7.00|TW
Xyliatos|TS05|SU2640|5.00|Ar
Xyliatos|TS05|SU2640|8.00|CW
Xyliatos|TS05|SU2640|21.00|HU
Xyliatos|TS05|SU2640|4.00|LU
Xyliatos|TS05|SU2640|10.00|TW
Xyliatos|TS05|SU2641|13.00|Ar
Xyliatos|TS05|SU2641|15.00|CW
Xyliatos|TS05|SU2641|28.00|HU
Xyliatos|TS05|SU2641|13.00|LU
Xyliatos|TS05|SU2641|1.00|PO
Xyliatos|TS05|SU2641|2.00|Tr
Xyliatos|TS05|SU2641|10.00|TW
Xyliatos|TS05|SU2642|15.00|Ar
Xyliatos|TS05|SU2642|13.00|CW
Xyliatos|TS05|SU2642|34.00|HU
Xyliatos|TS05|SU2642|29.00|LU
Xyliatos|TS05|SU2642|4.00|Tr
Xyliatos|TS05|SU2642|6.00|TW
Xyliatos|TS05|SU2642|1.00|Un
Xyliatos|TS05|SU2643|6.00|Ar
Xyliatos|TS05|SU2643|8.00|CW
Xyliatos|TS05|SU2643|24.00|HU
Xyliatos|TS05|SU2643|25.00|LU
Xyliatos|TS05|SU2643|5.00|Tr
Xyliatos|TS05|SU2643|4.00|TW
Xyliatos|TS05|SU2643|1.00|U
Xyliatos|TS05|SU2644|5.00|Ar
Xyliatos|TS05|SU2644|5.00|CW
Xyliatos|TS05|SU2644|13.00|HU
Xyliatos|TS05|SU2644|13.00|LU
Xyliatos|TS05|SU2645|2.00|Ar
Xyliatos|TS05|SU2645|5.00|CW
Xyliatos|TS05|SU2645|14.00|HU
Xyliatos|TS05|SU2645|10.00|LU
Xyliatos|TS05|SU2645|1.00|Tr
Xyliatos|TS05|SU2645|5.00|TW
Xyliatos|TS05|SU2646|2.00|Ar
Xyliatos|TS05|SU2646|1.00|HU
Xyliatos|TS05|SU2646|8.00|LU
Xyliatos|TS05|SU2646|3.00|TW
Xyliatos|TS05|SU2647|3.00|Ar
Xyliatos|TS05|SU2647|5.00|CW
Xyliatos|TS05|SU2647|5.00|HU
Xyliatos|TS05|SU2647|6.00|LU
Xyliatos|TS05|SU2647|2.00|TW
Xyliatos|TS05|SU2648|13.00|Ar
Xyliatos|TS05|SU2648|9.00|CW
Xyliatos|TS05|SU2648|30.00|HU
Xyliatos|TS05|SU2648|18.00|LU
Xyliatos|TS05|SU2648|7.00|Tr
Xyliatos|TS05|SU2648|13.00|TW
Xyliatos|TS05|SU2649|2.00|CW
Xyliatos|TS05|SU2649|2.00|LU
Xyliatos|TS05|SU2650|1.00|HU
Xyliatos|TS05|SU2650|4.00|LU
Xyliatos|TS05|SU2650|1.00|U
Xyliatos|TS05|SU2651|2.00|CW
Xyliatos|TS05|SU2651|1.00|HU
Xyliatos|TS05|SU2651|6.00|LU
Xyliatos|TS05|SU2651|1.00|TW
Xyliatos|TS05|SU2652|5.00|Ar
Xyliatos|TS05|SU2652|2.00|CW
Xyliatos|TS05|SU2652|6.00|HU
Xyliatos|TS05|SU2652|6.00|LU
Xyliatos|TS05|SU2652|1.00|TW
Xyliatos|TS05|SU2653|7.00|Ar
Xyliatos|TS05|SU2653|7.00|CW
Xyliatos|TS05|SU2653|11.00|HU
Xyliatos|TS05|SU2653|19.00|LU
Xyliatos|TS05|SU2653|4.00|TW
Xyliatos|TS05|SU2654|3.00|Ar
Xyliatos|TS05|SU2654|4.00|CW
Xyliatos|TS05|SU2654|20.00|HU
Xyliatos|TS05|SU2654|20.00|LU
Xyliatos|TS05|SU2654|2.00|TW
Xyliatos|TS05|SU2655|5.00|Ar
Xyliatos|TS05|SU2655|4.00|CW
Xyliatos|TS05|SU2655|19.00|HU
Xyliatos|TS05|SU2655|11.00|LU
Xyliatos|TS05|SU2655|6.00|TW
Xyliatos|TS05|SU2656|7.00|Ar
Xyliatos|TS05|SU2656|15.00|CW
Xyliatos|TS05|SU2656|9.00|HU
Xyliatos|TS05|SU2656|18.00|LU
Xyliatos|TS05|SU2656|3.00|TW
Xyliatos|TS05|SU2657|11.00|Ar
Xyliatos|TS05|SU2657|17.00|CW
Xyliatos|TS05|SU2657|29.00|HU
Xyliatos|TS05|SU2657|1.00|La
Xyliatos|TS05|SU2657|20.00|LU
Xyliatos|TS05|SU2657|11.00|TW
Xyliatos|TS05|SU2657|1.00|Un
Xyliatos|TS05|SU2658|3.00|Ar
Xyliatos|TS05|SU2658|9.00|CW
Xyliatos|TS05|SU2658|13.00|HU
Xyliatos|TS05|SU2658|19.00|LU
Xyliatos|TS05|SU2658|1.00|Tr
Xyliatos|TS05|SU2658|10.00|TW
Xyliatos|TS05|SU2658|1.00|U
Xyliatos|TS05|SU2659|13.00|Ar
Xyliatos|TS05|SU2659|11.00|CW
Xyliatos|TS05|SU2659|14.00|HU
Xyliatos|TS05|SU2659|13.00|LU
Xyliatos|TS05|SU2659|8.00|TW
Xyliatos|TS05|SU2660|9.00|Ar
Xyliatos|TS05|SU2660|6.00|CW
Xyliatos|TS05|SU2660|11.00|HU
Xyliatos|TS05|SU2660|1.00|La
Xyliatos|TS05|SU2660|10.00|LU
Xyliatos|TS05|SU2660|6.00|TW
Xyliatos|TS05|SU2660|1.00|Un
Xyliatos||SU2666|1.00|HU
Xyliatos||SU2666|3.00|LU
Xyliatos||SU2667|1.00|HU
Xyliatos|TS05
TS05|SU2669|2.00|Ar
Xyliatos|TS05
TS05|SU2669|2.00|HU
Xyliatos|TS05
TS05|SU2669|4.00|LU
Xyliatos|TS05
TS05|SU2669|1.00|U
Xyliatos|TS05
TS05|SU2671|1.00|LU
Extensive||SU2901|9.00|LU
Extensive||SU2902|1.00|LU
Extensive||SU2903|1.00|LU
Extensive||SU2904|10.00|LU
Extensive||SU2905|1.00|LU
Extensive||SU2906|1.00|LU
Extensive||SU2907|1.00|CW
Extensive||SU2907|1.00|HU
Extensive||SU2907|2.00|LU
Extensive||SU2907|1.00|TW
Extensive||SU2908|4.00|CW
Extensive||SU2908|11.00|HU
Extensive||SU2908|11.00|LU
Extensive||SU2908|3.00|TW
Extensive||SU2909|1.00|Ar
Extensive||SU2909|2.00|HU
Extensive||SU2909|1.00|LU
Extensive||SU2910|1.00|CW
Extensive||SU2910|1.00|LU
Extensive||SU2914|10.00|Ar
Extensive||SU2914|1.00|CW
Extensive||SU2914|14.00|HU
Extensive||SU2914|7.00|LU
Extensive||SU2914|5.00|TW
Extensive||SU2914|8.00|U
Extensive||SU2915|6.00|Ar
Extensive||SU2915|7.00|HU
Extensive||SU2915|8.00|LU
Extensive||SU2915|2.00|TW
Extensive||SU2915|2.00|U
Extensive||SU2916|1.00|CW
Extensive||SU2916|2.00|LU
Extensive||SU2916|1.00|TW
Extensive||SU2918|1.00|LU
Extensive||SU2922|1.00|LU
Extensive||SU2925|4.00|Ar
Extensive||SU2925|2.00|CW
Extensive||SU2925|8.00|HU
Extensive||SU2925|7.00|LU
Extensive||SU2925|6.00|TW
Extensive||SU2925|1.00|U
Extensive||SU2926|5.00|Ar
Extensive||SU2926|3.00|HU
Extensive||SU2926|2.00|LU
Extensive||SU2927|10.00|Ar
Extensive||SU2927|4.00|CW
Extensive||SU2927|10.00|HU
Extensive||SU2927|3.00|LU
Extensive||SU2927|3.00|TW
Extensive||SU2927|3.00|U
Extensive||SU2928|4.00|Ar
Extensive||SU2928|2.00|CW
Extensive||SU2928|4.00|HU
Extensive||SU2928|5.00|LU
Extensive||SU2928|6.00|TW
Extensive||SU2934|1.00|LU
Extensive||SU2935|1.00|HU
Extensive||SU2936|1.00|TW
Extensive||SU2944|3.00|CW
Extensive||SU2944|1.00|HU
Extensive||SU2944|2.00|LU
Extensive||SU2945|1.00|CW
Extensive||SU2945|1.00|HU
Extensive||SU2945|1.00|LU
Extensive||SU2948|1.00|Ar
Extensive||SU2948|2.00|HU
Extensive||SU2950|1.00|Ar
Extensive||SU2951|1.00|Ar
Extensive||SU2951|1.00|HU
Karkotis|TS11|SU2963|1.00|Ar
Karkotis|TS11|SU2963|2.00|CW
Karkotis|TS11|SU2963|7.00|HU
Karkotis|TS11|SU2963|9.00|LU
Karkotis|TS11|SU2964|13.00|Ar
Karkotis|TS11|SU2964|3.00|CW
Karkotis|TS11|SU2964|24.00|HU
Karkotis|TS11|SU2964|24.00|LU
Karkotis|TS11|SU2964|5.00|TW
Karkotis|TS11|SU2964|1.00|U
Karkotis|TS11|SU2965|1.00|Ar
Karkotis|TS11|SU2965|4.00|HU
Karkotis|TS11|SU2965|5.00|LU
Mandres||SU3000|1.00|HU
Mandres||SU3000|1.00|LU
Mandres||SU3001|2.00|LU
Mandres||SU3002|1.00|LU
Mandres||SU3002|1.00|TW
Mandres||SU3003|5.00|LU
Mandres||SU3004|3.00|LU
Mandres||SU3005|11.00|HU
Mandres||SU3005|3.00|LU
Mandres||SU3005|3.00|TW
Mandres||SU3006|1.00|HU
Mandres||SU3006|8.00|LU
Mandres||SU3007|1.00|HU
Mandres||SU3007|3.00|LU
Mandres||SU3007|2.00|U
Mandres||SU3008|1.00|HU
Mandres||SU3008|6.00|LU
Mandres||SU3008|8.00|U
Mandres||SU3009|1.00|CW
Mandres||SU3009|6.00|LU
Mandres||SU3010|5.00|U
Mandres|TS07|SU3012|1.00|CW
Mandres|TS07|SU3012|1.00|LU
Mandres|TS07|SU3012|1.00|TW
Mandres|TS07|SU3013|1.00|Ar
Mandres|TS07|SU3013|4.00|LU
Mandres|TS07|SU3013|1.00|U
Mandres|TS07|SU3014|5.00|LU
Mandres|TS07|SU3015|9.00|LU
Mandres|TS07|SU3016|4.00|CW
Mandres|TS07|SU3016|13.00|HU
Mandres|TS07|SU3016|21.00|LU
Mandres|TS07|SU3016|8.00|TW
Mandres|TS07|SU3016|3.00|U
Mandres||SU3017|1.00|HU
Mandres||SU3017|1.00|La
Mandres||SU3017|7.00|LU
Mandres||SU3017|1.00|TW
Mandres||SU3018|10.00|CW
Mandres||SU3018|13.00|HU
Mandres||SU3018|36.00|LU
Mandres||SU3018|7.00|TW
Mandres||SU3018|2.00|U
Mandres||SU3019|2.00|CW
Mandres||SU3019|7.00|HU
Mandres||SU3019|13.00|LU
Mandres||SU3019|2.00|TW
Mandres||SU3019|1.00|U
Mandres||SU3020|1.00|CW
Mandres||SU3020|1.00|HU
Mandres||SU3020|11.00|LU
Mandres||SU3020|3.00|Un
Mandres||SU3021|3.00|CW
Mandres||SU3021|5.00|HU
Mandres||SU3021|34.00|LU
Mandres||SU3021|1.00|TW
Mandres||SU3021|1.00|U
Mandres|TS07|SU3023|1.00|HU
Mandres|TS07|SU3023|1.00|LU
Mandres|TS07|SU3023|1.00|TW
Mandres||SU3024|1.00|Ar
Mandres||SU3024|1.00|CW
Mandres||SU3024|12.00|HU
Mandres||SU3024|11.00|LU
Mandres||SU3024|4.00|TW
Mandres||SU3024|3.00|U
Mandres||SU3025|1.00|CW
Mandres||SU3025|1.00|HU
Mandres||SU3025|4.00|LU
Mandres||SU3025|1.00|TW
Mandres||SU3026|1.00|Ar
Mandres||SU3026|1.00|HU
Mandres||SU3026|2.00|LU
Mandres||SU3027|2.00|HU
Mandres||SU3028|1.00|CW
Mandres||SU3028|3.00|HU
Mandres||SU3028|4.00|LU
Mandres||SU3028|2.00|TW
Mandres||SU3028|4.00|U
Mandres||SU3030|1.00|U
Mandres||SU3031|3.00|CW
Mandres||SU3031|6.00|LU
Mandres||SU3032|2.00|HU
Mandres||SU3032|3.00|LU
Koutraphas||SU3033|6.00|CW
Koutraphas||SU3033|10.00|HU
Koutraphas||SU3033|14.00|LU
Koutraphas||SU3033|12.00|TW
Koutraphas||SU3034|15.00|CW
Koutraphas||SU3034|18.00|HU
Koutraphas||SU3034|16.00|LU
Koutraphas||SU3034|2.00|Tr
Koutraphas||SU3034|5.00|TW
Koutraphas||SU3035|9.00|CW
Koutraphas||SU3035|12.00|HU
Koutraphas||SU3035|23.00|LU
Koutraphas||SU3035|2.00|Tr
Koutraphas||SU3035|5.00|TW
Koutraphas||SU3036|15.00|CW
Koutraphas||SU3036|20.00|HU
Koutraphas||SU3036|19.00|LU
Koutraphas||SU3036|6.00|Tr
Koutraphas||SU3036|7.00|TW
Koutraphas||SU3037|1.00|Ar
Koutraphas||SU3037|4.00|CW
Koutraphas||SU3037|7.00|HU
Koutraphas||SU3037|17.00|LU
Koutraphas||SU3037|1.00|Tr
Koutraphas||SU3037|10.00|TW
Koutraphas||SU3038|10.00|CW
Koutraphas||SU3038|9.00|HU
Koutraphas||SU3038|14.00|LU
Koutraphas||SU3038|3.00|Tr
Koutraphas||SU3038|4.00|TW
Koutraphas||SU3039|8.00|CW
Koutraphas||SU3039|16.00|HU
Koutraphas||SU3039|14.00|LU
Koutraphas||SU3039|4.00|Tr
Koutraphas||SU3039|5.00|TW
Koutraphas||SU3040|11.00|CW
Koutraphas||SU3040|7.00|HU
Koutraphas||SU3040|16.00|LU
Koutraphas||SU3040|4.00|Tr
Koutraphas||SU3040|7.00|TW
Koutraphas||SU3041|3.00|CW
Koutraphas||SU3041|7.00|HU
Koutraphas||SU3041|9.00|LU
Koutraphas||SU3041|3.00|TW
Koutraphas||SU3042|1.00|CW
Koutraphas||SU3042|9.00|HU
Koutraphas||SU3042|4.00|LU
Koutraphas||SU3042|1.00|TW
Koutraphas||SU3043|1.00|CW
Koutraphas||SU3043|5.00|HU
Koutraphas||SU3043|7.00|LU
Koutraphas||SU3043|3.00|TW
Koutraphas||SU3044|4.00|CW
Koutraphas||SU3044|3.00|HU
Koutraphas||SU3044|8.00|LU
Koutraphas||SU3044|2.00|TW
Koutraphas||SU3045|1.00|CW
Koutraphas||SU3045|2.00|HU
Koutraphas||SU3045|6.00|LU
Koutraphas||SU3045|1.00|Tr
Koutraphas||SU3045|3.00|TW
Koutraphas||SU3046|4.00|CW
Koutraphas||SU3046|5.00|HU
Koutraphas||SU3046|3.00|LU
Koutraphas||SU3046|2.00|Tr
Koutraphas||SU3046|4.00|TW
Koutraphas||SU3047|5.00|CW
Koutraphas||SU3047|1.00|HU
Koutraphas||SU3047|1.00|LU
Koutraphas||SU3048|1.00|CW
Koutraphas||SU3048|1.00|LU
Koutraphas||SU3050|1.00|CW
Koutraphas||SU3050|1.00|LU
Koutraphas||SU3051|3.00|LU
Koutraphas||SU3052|2.00|LU
Koutraphas||SU3053|1.00|HU
Koutraphas||SU3053|3.00|LU
Koutraphas||SU3053|1.00|TW
Koutraphas||SU3054|8.00|LU
Koutraphas||SU3055|1.00|CW
Koutraphas||SU3055|2.00|LU
Koutraphas||SU3056|2.00|CW
Koutraphas||SU3056|1.00|HU
Koutraphas||SU3056|1.00|LU
Koutraphas||SU3056|1.00|Tr
Koutraphas||SU3057|4.00|CW
Koutraphas||SU3057|8.00|HU
Koutraphas||SU3057|13.00|LU
Koutraphas||SU3057|1.00|Tr
Koutraphas||SU3057|5.00|TW
Koutraphas||SU3058|4.00|HU
Koutraphas||SU3058|19.00|LU
Koutraphas||SU3058|1.00|TW
Koutraphas||SU3058|1.00|U
Koutraphas||SU3059|2.00|LU
Koutraphas||SU3059|1.00|TW
Koutraphas||SU3060|1.00|TW
Koutraphas||SU3061|1.00|CW
Koutraphas||SU3061|3.00|LU
Koutraphas||SU3063|1.00|CW
Koutraphas||SU3063|1.00|HU
Koutraphas||SU3064|4.00|LU
Koutraphas||SU3065|5.00|LU
Koutraphas||SU3065|1.00|Tr
Koutraphas||SU3066|1.00|TW
Koutraphas||SU3067|2.00|CW
Koutraphas||SU3067|1.00|HU
Koutraphas||SU3068|1.00|CW
Koutraphas||SU3069|9.00|CW
Koutraphas||SU3069|7.00|HU
Koutraphas||SU3069|14.00|LU
Koutraphas||SU3069|3.00|TW
Koutraphas||SU3069|8.00|U
Koutraphas||SU3070|1.00|Ar
Koutraphas||SU3070|10.00|CW
Koutraphas||SU3070|9.00|HU
Koutraphas||SU3070|25.00|LU
Koutraphas||SU3070|9.00|TW
Koutraphas||SU3070|5.00|U
Koutraphas||SU3071|16.00|CW
Koutraphas||SU3071|21.00|HU
Koutraphas||SU3071|39.00|LU
Koutraphas||SU3071|7.00|Tr
Koutraphas||SU3071|11.00|TW
Koutraphas||SU3071|7.00|U
Koutraphas||SU3072|9.00|CW
Koutraphas||SU3072|13.00|HU
Koutraphas||SU3072|29.00|LU
Koutraphas||SU3072|1.00|Tr
Koutraphas||SU3072|5.00|TW
Koutraphas||SU3072|6.00|U
Koutraphas||SU3073|1.00|Ar
Koutraphas||SU3073|9.00|CW
Koutraphas||SU3073|32.00|HU
Koutraphas||SU3073|25.00|LU
Koutraphas||SU3073|8.00|TW
Koutraphas||SU3073|3.00|U
Koutraphas||SU3074|15.00|CW
Koutraphas||SU3074|20.00|HU
Koutraphas||SU3074|27.00|LU
Koutraphas||SU3074|3.00|Tr
Koutraphas||SU3074|26.00|TW
Koutraphas||SU3074|7.00|U
Koutraphas||SU3075|2.00|Ar
Koutraphas||SU3075|11.00|CW
Koutraphas||SU3075|14.00|HU
Koutraphas||SU3075|23.00|LU
Koutraphas||SU3075|1.00|Tr
Koutraphas||SU3075|7.00|TW
Koutraphas||SU3075|7.00|U
Koutraphas||SU3076|5.00|CW
Koutraphas||SU3076|10.00|HU
Koutraphas||SU3076|10.00|LU
Koutraphas||SU3076|10.00|TW
Koutraphas||SU3077|4.00|CW
Koutraphas||SU3077|7.00|HU
Koutraphas||SU3077|8.00|LU
Koutraphas||SU3077|1.00|Tr
Koutraphas||SU3077|1.00|TW
Koutraphas||SU3078|8.00|LU
Koutraphas||SU3078|4.00|TW
Koutraphas||SU3078|2.00|U
Koutraphas||SU3079|1.00|CW
Koutraphas||SU3079|4.00|HU
Koutraphas||SU3079|9.00|LU
Koutraphas||SU3079|1.00|U
Koutraphas||SU3080|2.00|HU
Koutraphas||SU3080|6.00|LU
Koutraphas||SU3080|3.00|TW
Koutraphas||SU3080|2.00|U
Koutraphas||SU3081|5.00|CW
Koutraphas||SU3081|2.00|HU
Koutraphas||SU3081|14.00|LU
Koutraphas||SU3081|7.00|TW
Koutraphas||SU3082|2.00|CW
Koutraphas||SU3082|12.00|HU
Koutraphas||SU3082|7.00|LU
Koutraphas||SU3082|1.00|Tr
Koutraphas||SU3082|7.00|TW
Koutraphas||SU3082|3.00|U
Koutraphas||SU3083|4.00|CW
Koutraphas||SU3083|6.00|HU
Koutraphas||SU3083|10.00|LU
Koutraphas||SU3083|5.00|TW
Koutraphas||SU3083|1.00|U
Koutraphas||SU3085|2.00|HU
Koutraphas||SU3085|1.00|LU
Koutraphas||SU3086|1.00|HU
Koutraphas||SU3086|1.00|LU
Koutraphas||SU3087|1.00|CW
Koutraphas||SU3087|1.00|LU
Koutraphas||SU3088|3.00|CW
Koutraphas||SU3088|9.00|HU
Koutraphas||SU3088|7.00|LU
Koutraphas||SU3088|2.00|TW
Koutraphas||SU3089|5.00|CW
Koutraphas||SU3089|4.00|HU
Koutraphas||SU3089|12.00|LU
Koutraphas||SU3089|2.00|TW
Koutraphas||SU3090|1.00|HU
Koutraphas||SU3090|1.00|LU
Koutraphas||SU3091|1.00|HU
Koutraphas||SU3091|1.00|LU
Koutraphas||SU3092|2.00|CW
Koutraphas||SU3092|3.00|HU
Koutraphas||SU3092|5.00|LU
Koutraphas||SU3092|1.00|TW
Koutraphas||SU3093|1.00|CW
Koutraphas||SU3093|1.00|HU
Koutraphas||SU3093|6.00|LU
Koutraphas||SU3093|1.00|TW
Extensive||SU3094|2.00|CW
Extensive||SU3094|2.00|HU
Extensive||SU3094|5.00|LU
Extensive||SU3094|1.00|Tr
Extensive||SU3094|3.00|TW
Extensive||SU3095|3.00|Ar
Extensive||SU3095|1.00|LU
Extensive||SU3095|1.00|TW
Extensive||SU3097|34.00|HU
Extensive||SU3097|31.00|LU
Extensive||SU3097|4.00|TW
Extensive||SU3097|3.00|Un
Extensive||SU3098|2.00|Ar
Extensive||SU3098|8.00|CW
Extensive||SU3098|23.00|HU
Extensive||SU3098|12.00|LU
Extensive||SU3098|5.00|TW
Extensive||SU3099|3.00|CW
Extensive||SU3099|4.00|HU
Extensive||SU3099|8.00|LU
Extensive||SU3099|1.00|Tr
Extensive||SU3099|3.00|TW
Extensive||SU3100|1.00|CW
Extensive||SU3100|15.00|HU
Extensive||SU3100|8.00|LU
Extensive||SU3100|2.00|TW
Extensive||SU3100|2.00|U
